"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
2640446381,"9ee6cfc8-8d60-41cf-a397-c973fabac388","SEABCRU-occur-0002862","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","VN","Ta Dung NR","Daknong","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",11.84,108.03,NA,NA,NA,NA,NA,NA,2017-05-31,31,5,2017,2432641,2432641,"HUMAN_OBSERVATION","","","","","Vuong Tan Tu",NA,"CC_BY_NC_4_0","","Vuong Tan Tu",NA,"",2023-08-26 09:00:21.762,"","CONTINENT_DERIVED_FROM_COORDINATES"
2640446372,"9ee6cfc8-8d60-41cf-a397-c973fabac388","SEABCRU-occur-0002863","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","VN","Ta Dung NR","Daknong","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",11.84,108.03,NA,NA,NA,NA,NA,NA,2017-05-31,31,5,2017,2432641,2432641,"HUMAN_OBSERVATION","","","","","Vuong Tan Tu",NA,"CC_BY_NC_4_0","","Vuong Tan Tu",NA,"",2023-08-26 09:00:21.728,"","CONTINENT_DERIVED_FROM_COORDINATES"
2640445549,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002754","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-24,24,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172706","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.291,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445526,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002644","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172577","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.224,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445517,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002774","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-26,26,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172726","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.185,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445509,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002778","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-26,26,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172730","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.156,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445507,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002777","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-26,26,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172729","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.135,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445505,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002776","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-26,26,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172728","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.13,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445503,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002775","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-26,26,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172727","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.125,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445492,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002663","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172598","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.094,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445484,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002667","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172602","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.073,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445480,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002665","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172600","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.06,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445463,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002602","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wang Kelian State Park","Perlis","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",6.62313,100.184857,NA,NA,447,NA,NA,NA,2011-11-29,29,11,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","PSP 034","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:26.015,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445452,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002604","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wang Kelian State Park","Perlis","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",6.62313,100.184857,NA,NA,447,NA,NA,NA,2011-11-29,29,11,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","PSP 049","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.984,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445446,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002728","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-23,23,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172680","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.969,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445441,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002733","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-23,23,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172685","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.956,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445434,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002617","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wang Kelian State Park","Perlis","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",6.62313,100.184857,NA,NA,447,NA,NA,NA,2011-01-12,12,1,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","PSP 071","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.937,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445431,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002736","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-23,23,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172688","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.93,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445429,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002735","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-23,23,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172687","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.924,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445426,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002739","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Madu","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.324251,101.908585,NA,NA,120,NA,NA,NA,2011-06-23,23,6,2011,2432636,2432636,"HUMAN_OBSERVATION","","","","TK 172691","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.917,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445425,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002618","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wang Kelian State Park","Perlis","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",6.62313,100.184857,NA,NA,447,NA,NA,NA,2011-01-12,12,1,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","PSP 072","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.915,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445423,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002620","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wang Kelian State Park","Perlis","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",6.62313,100.184857,NA,NA,447,NA,NA,NA,2011-01-12,12,1,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","PSP 074","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.91,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445393,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002804","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,324.5,NA,NA,NA,2020-03-06,6,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB009","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.686,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445391,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002802","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Bukit Bekong","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.691541,102.031506,NA,NA,323.5,NA,NA,NA,2020-01-29,29,1,2020,2432641,2432641,"HUMAN_OBSERVATION","","","","LKZ042","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.682,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445390,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002807","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,327.5,NA,NA,NA,2020-03-08,8,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB026","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.679,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445389,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002808","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,328.5,NA,NA,NA,2020-03-08,8,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB026","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.677,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445388,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002805","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,325.5,NA,NA,NA,2020-03-06,6,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB009","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.675,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445387,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002806","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,326.5,NA,NA,NA,2020-03-06,6,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB009","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.672,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445386,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002809","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,329.5,NA,NA,NA,2020-03-06,6,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB009","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.67,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445385,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002810","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","Gua Tahi Bintang","Pahang","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",4.590955,101.987139,NA,NA,330.5,NA,NA,NA,2020-03-08,8,3,2020,2432636,2432636,"HUMAN_OBSERVATION","","","","GTB026","Aminuddin Baqi",NA,"CC_BY_NC_4_0","","Aminuddin Baqi, Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.661,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445380,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002703","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172641","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.648,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445379,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002702","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172640","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.645,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445375,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002670","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172605","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.634,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445372,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002675","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172610","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.627,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445363,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002672","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172607","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.603,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640445353,"d81371fe-4ba7-4884-af39-19e90cf665c3","SEABCRU-occur-0002676","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Gunung Reng","Kelantan","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",5.716053,101.745809,NA,NA,100,NA,NA,NA,2011-06-18,18,6,2011,2432641,2432641,"HUMAN_OBSERVATION","","","","TK 172611","Jayaraj Vijaya Kumaran",NA,"CC_BY_NC_4_0","","Jayaraj Vijaya Kumaran",NA,"",2023-08-26 12:03:25.572,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
